dcterms:title,schema:artform,dcterms:alternative,crm:P1_is_identified_by,crm:P54_has_current_permanent_location,schema:geo,dcterms:temporal,crm:P4_has_time-span,crm:P7_took_place_at,schema:locationCreated,schema:geographicArea,schema:creator,schema:contributor,crm:P15_was_influenced_by,dcterms:abstract,crm:P72_has_language,dcterms:subject,schema:itemCondition,schema:observationDate,crm:P31i_was_modified_by,schema:dateModified,restoration_date_string,dcterms:isPartOf,dcterms:hasPart,crm:P59_has_section,schema:artworkSurface,dcterms:isReferencedBy,dcterms:source,dcterms:identifier,dcterms:creator,dcterms:created,dcterms:modified,dcterms:references,dcterms:accessRights,crm:P138i_has_representation,dcterms:image
Crucifixion / Vierge Hodegetria,peinture,face / revers,BXM 00995,Musée byzantin et chrétien Athènes§Musée byzantin et chrétien Athènes,"37.97592576360662,23.744585284660356§37.97592576360662,23.744585284660356",9e siècle§10e siècle§13e siècle§16e siècle,0801§0900§0901§1000§1201§1300§1501§1600,"Front side, first painting phase, remaining : Cross and Christ's body, angels at the top, Saint John's right hand in deesis with part of his himation at the edge of the later figure that covered him, as well as his halo, on the later figure's breast, the vessel near the Virgin's left shoulder and the decoration of the frame§Front side, second painting phase, background, stars and inscriptions§Front side, third painting phase, Virgin, Saint John, head and part of the chest of Christ§Back side, latest phase, whole depiction",,,,,,Backside : presence of an older Virgin under the visible one,,Crucifixion§ Vierge à l'Enfant§Vierge,,,,,,,,c10c5efa-b722-4d12-b496-a75d6a52d446_002§c10c5efa-b722-4d12-b496-a75d6a52d446_003§c10c5efa-b722-4d12-b496-a75d6a52d446_004§c10c5efa-b722-4d12-b496-a75d6a52d446_005§c10c5efa-b722-4d12-b496-a75d6a52d446_006§c10c5efa-b722-4d12-b496-a75d6a52d446_008§c10c5efa-b722-4d12-b496-a75d6a52d446_009§c10c5efa-b722-4d12-b496-a75d6a52d446_010§c10c5efa-b722-4d12-b496-a75d6a52d446_011§c10c5efa-b722-4d12-b496-a75d6a52d446_013§c10c5efa-b722-4d12-b496-a75d6a52d446_014§c10c5efa-b722-4d12-b496-a75d6a52d446_015§c10c5efa-b722-4d12-b496-a75d6a52d446_016§c10c5efa-b722-4d12-b496-a75d6a52d446_017§c10c5efa-b722-4d12-b496-a75d6a52d446_018§c10c5efa-b722-4d12-b496-a75d6a52d446_019§c10c5efa-b722-4d12-b496-a75d6a52d446_020§c10c5efa-b722-4d12-b496-a75d6a52d446_021,c10c5efa-b722-4d12-b496-a75d6a52d446_001§c10c5efa-b722-4d12-b496-a75d6a52d446_007§c10c5efa-b722-4d12-b496-a75d6a52d446_012,"Anonyme , Crucifixion / Vierge Hodegetria, peinture (9e siècle - )",https://agorha.inha.fr/ark:/54721/c10c5efa-b722-4d12-b496-a75d6a52d446,c10c5efa-b722-4d12-b496-a75d6a52d446,Marina Dimaki,12/05/2022,25/03/2024,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France - licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/c10c5efa-b722-4d12-b496-a75d6a52d446,https://agorha.inha.fr/ark:/54721/b3c4232c-fa6f-4394-aec4-983fe3ce9cfd/doc/d1bb2b8e-3940-4a97-9a17-efe810b76bc9/original.jpg
La Vierge et l'Enfant dans une gloire de chérubins entre saint Jérôme et saint François d'Assise,peinture,,M.I.490,Musée du Petit Palais Avignon,"43.949317,4.805528",1488-1488,1488§1488,,,,Luca di Paolo,,,,,,,,,,,,,4491ca12-cba6-4f04-8300-b5bbcf96893c_004§4491ca12-cba6-4f04-8300-b5bbcf96893c_005§4491ca12-cba6-4f04-8300-b5bbcf96893c_006§4491ca12-cba6-4f04-8300-b5bbcf96893c_007§4491ca12-cba6-4f04-8300-b5bbcf96893c_008§4491ca12-cba6-4f04-8300-b5bbcf96893c_009§4491ca12-cba6-4f04-8300-b5bbcf96893c_010§4491ca12-cba6-4f04-8300-b5bbcf96893c_011§4491ca12-cba6-4f04-8300-b5bbcf96893c_012§4491ca12-cba6-4f04-8300-b5bbcf96893c_013§4491ca12-cba6-4f04-8300-b5bbcf96893c_014§4491ca12-cba6-4f04-8300-b5bbcf96893c_015§4491ca12-cba6-4f04-8300-b5bbcf96893c_016§4491ca12-cba6-4f04-8300-b5bbcf96893c_017§4491ca12-cba6-4f04-8300-b5bbcf96893c_018§4491ca12-cba6-4f04-8300-b5bbcf96893c_019§4491ca12-cba6-4f04-8300-b5bbcf96893c_020§4491ca12-cba6-4f04-8300-b5bbcf96893c_021§4491ca12-cba6-4f04-8300-b5bbcf96893c_022§4491ca12-cba6-4f04-8300-b5bbcf96893c_023§4491ca12-cba6-4f04-8300-b5bbcf96893c_024§4491ca12-cba6-4f04-8300-b5bbcf96893c_025§4491ca12-cba6-4f04-8300-b5bbcf96893c_026§4491ca12-cba6-4f04-8300-b5bbcf96893c_027§4491ca12-cba6-4f04-8300-b5bbcf96893c_028§4491ca12-cba6-4f04-8300-b5bbcf96893c_029§4491ca12-cba6-4f04-8300-b5bbcf96893c_030§4491ca12-cba6-4f04-8300-b5bbcf96893c_031§4491ca12-cba6-4f04-8300-b5bbcf96893c_032§4491ca12-cba6-4f04-8300-b5bbcf96893c_033§4491ca12-cba6-4f04-8300-b5bbcf96893c_034§4491ca12-cba6-4f04-8300-b5bbcf96893c_035§4491ca12-cba6-4f04-8300-b5bbcf96893c_036§4491ca12-cba6-4f04-8300-b5bbcf96893c_037,4491ca12-cba6-4f04-8300-b5bbcf96893c_001§4491ca12-cba6-4f04-8300-b5bbcf96893c_002§4491ca12-cba6-4f04-8300-b5bbcf96893c_003,"Luca di Paolo - Avant 1493, de, La Vierge et l'Enfant dans une gloire de chérubins entre saint Jérôme et saint François d'Assise, peinture (1488)§Ministère de la Culture, Paris",https://agorha.inha.fr/ark:/54721/4491ca12-cba6-4f04-8300-b5bbcf96893c§https://www.pop.culture.gouv.fr/notice/joconde/000PE012757,4491ca12-cba6-4f04-8300-b5bbcf96893c,Philomène Renard,13/05/2005,10/11/2023,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France - licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/4491ca12-cba6-4f04-8300-b5bbcf96893c,https://agorha.inha.fr/ark:/54721/f453d542-9b6e-4202-9414-7a28117d3f0c/doc/36522eee-e137-4c01-b191-f18a2335cb39/original.jpg
La Vierge et l'Enfant,peinture,,M.I.510,Musée du Petit Palais Avignon,"43.949317,4.805528",2e moitié du 15e siècle - 2e moitié du 15e siècle,1451§1500,,,,Pseudo Pier Francesco Fiorentino§Anonyme florentin,,,,,,,,,,,,,affd6364-bb7c-402a-8558-5bf126b2480b_004§affd6364-bb7c-402a-8558-5bf126b2480b_005§affd6364-bb7c-402a-8558-5bf126b2480b_006§affd6364-bb7c-402a-8558-5bf126b2480b_007§affd6364-bb7c-402a-8558-5bf126b2480b_008,affd6364-bb7c-402a-8558-5bf126b2480b_001§affd6364-bb7c-402a-8558-5bf126b2480b_002§affd6364-bb7c-402a-8558-5bf126b2480b_003,"Pseudo Pier Francesco Fiorentino , de, La Vierge et l'Enfant, peinture (2e moitié du 15e siècle)§Ministère de la Culture, Paris",https://agorha.inha.fr/ark:/54721/affd6364-bb7c-402a-8558-5bf126b2480b§https://www.pop.culture.gouv.fr/notice/joconde/000PE012742,affd6364-bb7c-402a-8558-5bf126b2480b,Philomène Renard,18/03/2002,10/11/2023,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France - licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/affd6364-bb7c-402a-8558-5bf126b2480b,https://agorha.inha.fr/ark:/54721/f29e7731-bf8e-402a-99a9-ed50009bf5da/doc/274ae7b1-1171-4895-9fb1-0efe59312cb5/original.jpg
Saint Blaise et un saint évêque,peinture,,Inv. 20180,Musée du Petit Palais Avignon,"43.949317,4.805528",4e quart du 14e siècle - 4e quart du 14e siècle,1376§1400,Fin 14e siècle,,,Maestro della Madonna Straus,,,,,,,,,,,,,34b0a73c-eac1-485b-8101-d1dff251caf0_004§34b0a73c-eac1-485b-8101-d1dff251caf0_005§34b0a73c-eac1-485b-8101-d1dff251caf0_006§34b0a73c-eac1-485b-8101-d1dff251caf0_007§34b0a73c-eac1-485b-8101-d1dff251caf0_008§34b0a73c-eac1-485b-8101-d1dff251caf0_009§34b0a73c-eac1-485b-8101-d1dff251caf0_010§34b0a73c-eac1-485b-8101-d1dff251caf0_011§34b0a73c-eac1-485b-8101-d1dff251caf0_012§34b0a73c-eac1-485b-8101-d1dff251caf0_013§34b0a73c-eac1-485b-8101-d1dff251caf0_014§34b0a73c-eac1-485b-8101-d1dff251caf0_015§34b0a73c-eac1-485b-8101-d1dff251caf0_016§34b0a73c-eac1-485b-8101-d1dff251caf0_017§34b0a73c-eac1-485b-8101-d1dff251caf0_018,34b0a73c-eac1-485b-8101-d1dff251caf0_001§34b0a73c-eac1-485b-8101-d1dff251caf0_002§34b0a73c-eac1-485b-8101-d1dff251caf0_003,"Maestro della Madonna Straus , de, Saint Blaise et un saint évêque, peinture (4e quart du 14e siècle)§Ministère de la Culture, Paris",https://agorha.inha.fr/ark:/54721/34b0a73c-eac1-485b-8101-d1dff251caf0§https://www.pop.culture.gouv.fr/notice/joconde/000PE012611,34b0a73c-eac1-485b-8101-d1dff251caf0,Mecthilde Airiau / Philomène Renard,16/02/2002,10/11/2023,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France - licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/34b0a73c-eac1-485b-8101-d1dff251caf0,https://agorha.inha.fr/ark:/54721/e20f4d0a-d8a0-469f-b8de-ea1c5f9e3317/doc/edd9c53e-7629-4d7e-8ec5-d9524feb27fa/original.jpg
La Nativité de saint Jean-Baptiste,peinture,,M.I.385,Musée du Petit Palais Avignon,"43.949317,4.805528",14e siècle - 14e siècle,1301§1400,,,,Andrea di Nerio,,,,,,,,,,,,,979ccac6-f009-4989-b159-9575187ce748_004§979ccac6-f009-4989-b159-9575187ce748_005§979ccac6-f009-4989-b159-9575187ce748_006§979ccac6-f009-4989-b159-9575187ce748_007,979ccac6-f009-4989-b159-9575187ce748_001§979ccac6-f009-4989-b159-9575187ce748_002§979ccac6-f009-4989-b159-9575187ce748_003,"Andrea di Nerio - Avant 1387, attribué à, La Nativité de saint Jean-Baptiste, peinture (14e siècle)§Ministère de la Culture, Paris",https://agorha.inha.fr/ark:/54721/979ccac6-f009-4989-b159-9575187ce748§https://www.pop.culture.gouv.fr/notice/joconde/000PE012619,979ccac6-f009-4989-b159-9575187ce748,Philomène Renard,16/02/2002,10/11/2023,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France - licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/979ccac6-f009-4989-b159-9575187ce748,https://agorha.inha.fr/ark:/54721/57da26c8-b1cd-4744-8f90-a1b0dc357189/doc/3a0428b6-3105-4caa-88fa-aac9c6558fe8/original.jpg
Saint Victor ?,peinture,,Inv. 20437,Musée du Petit Palais Avignon,"43.949317,4.805528",1480-1480,1475§1485,,,,Niccolò da Foligno,,,,,,,,,,,https://agorha.inha.fr/ark:/54721/6b7901fe-6315-4f8c-a418-7701f7211951,,ee9ac2dc-9b62-4488-8012-d8e16cec44da_004§ee9ac2dc-9b62-4488-8012-d8e16cec44da_005§ee9ac2dc-9b62-4488-8012-d8e16cec44da_006§ee9ac2dc-9b62-4488-8012-d8e16cec44da_007§ee9ac2dc-9b62-4488-8012-d8e16cec44da_008§ee9ac2dc-9b62-4488-8012-d8e16cec44da_009§ee9ac2dc-9b62-4488-8012-d8e16cec44da_010§ee9ac2dc-9b62-4488-8012-d8e16cec44da_011§ee9ac2dc-9b62-4488-8012-d8e16cec44da_012,ee9ac2dc-9b62-4488-8012-d8e16cec44da_001§ee9ac2dc-9b62-4488-8012-d8e16cec44da_002§ee9ac2dc-9b62-4488-8012-d8e16cec44da_003,"Niccolò da Foligno , de, Saint Victor (?), peinture (Vers 1480)§Ministère de la Culture, Paris",https://agorha.inha.fr/ark:/54721/ee9ac2dc-9b62-4488-8012-d8e16cec44da§https://www.pop.culture.gouv.fr/notice/joconde/000PE012669,ee9ac2dc-9b62-4488-8012-d8e16cec44da,Philomène Renard,13/05/2005,10/11/2023,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France - licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/ee9ac2dc-9b62-4488-8012-d8e16cec44da,https://agorha.inha.fr/ark:/54721/b8aee0f7-2810-49b8-8961-a2e0c06e7961/doc/8a9a3578-b7af-4b72-b88c-4212a7ca4864/original.jpg
La Vierge et l'Enfant avec quatre saints,peinture,,Cl. 878,Musée du Petit Palais Avignon,"43.949317,4.805528",1ère moitié du 15e siècle,1401§1450,,,,,Maestro di Montefloscoli,,,,,,,,,,,,a09278e2-b0a9-46e9-baf8-2c092c44db88_004§a09278e2-b0a9-46e9-baf8-2c092c44db88_005§a09278e2-b0a9-46e9-baf8-2c092c44db88_006§a09278e2-b0a9-46e9-baf8-2c092c44db88_007§a09278e2-b0a9-46e9-baf8-2c092c44db88_008§a09278e2-b0a9-46e9-baf8-2c092c44db88_009§a09278e2-b0a9-46e9-baf8-2c092c44db88_010§a09278e2-b0a9-46e9-baf8-2c092c44db88_011§a09278e2-b0a9-46e9-baf8-2c092c44db88_012§a09278e2-b0a9-46e9-baf8-2c092c44db88_013§a09278e2-b0a9-46e9-baf8-2c092c44db88_014§a09278e2-b0a9-46e9-baf8-2c092c44db88_015,a09278e2-b0a9-46e9-baf8-2c092c44db88_001§a09278e2-b0a9-46e9-baf8-2c092c44db88_002§a09278e2-b0a9-46e9-baf8-2c092c44db88_003,"Maestro di Montefloscoli , atelier de, La Vierge et l'Enfant avec quatre saints, peinture (1ère moitié du 15e siècle - )§Ministère de la Culture, Paris",https://agorha.inha.fr/ark:/54721/a09278e2-b0a9-46e9-baf8-2c092c44db88§https://www.pop.culture.gouv.fr/notice/joconde/000PE012617,a09278e2-b0a9-46e9-baf8-2c092c44db88,Philomène Renard,16/02/2002,10/11/2023,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France - licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/a09278e2-b0a9-46e9-baf8-2c092c44db88,https://agorha.inha.fr/ark:/54721/753dc074-f923-40a8-93f2-ba42f9ca4eac/doc/220becfc-6755-42a5-8424-26049192ac35/original.jpg
La Vierge adorant l'Enfant avec saint Benoît,peinture,,M.I.580,Musée du Petit Palais Avignon,"43.949317,4.805528",2e moitié du 15e siècle - 2e moitié du 15e siècle,1451§1500,,,,Maestro dell'Epifania di Fiesole,,,,,,,,,,,,,d1edef77-42ad-44ff-ab3f-0b637254bdfe_004§d1edef77-42ad-44ff-ab3f-0b637254bdfe_005§d1edef77-42ad-44ff-ab3f-0b637254bdfe_006§d1edef77-42ad-44ff-ab3f-0b637254bdfe_007§d1edef77-42ad-44ff-ab3f-0b637254bdfe_008,d1edef77-42ad-44ff-ab3f-0b637254bdfe_001§d1edef77-42ad-44ff-ab3f-0b637254bdfe_002§d1edef77-42ad-44ff-ab3f-0b637254bdfe_003,"Maestro dell'Epifania di Fiesole , de, La Vierge adorant l'Enfant avec saint Benoît, peinture (2e moitié du 15e siècle)§Ministère de la Culture, Paris",https://agorha.inha.fr/ark:/54721/d1edef77-42ad-44ff-ab3f-0b637254bdfe§https://www.pop.culture.gouv.fr/notice/joconde/000PE012603,d1edef77-42ad-44ff-ab3f-0b637254bdfe,Philomène Renard,11/11/2003,10/11/2023,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France - licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/d1edef77-42ad-44ff-ab3f-0b637254bdfe,https://agorha.inha.fr/ark:/54721/0813d5d8-c727-47b1-9ed0-008c96f8ffaf/doc/8b18d7c5-13e4-4c9b-9b74-250d6c06ffc5/original.jpg
La Vierge et l'Enfant,peinture,,M.I.479,Musée du Petit Palais Avignon,"43.949317,4.805528",15e siècle - 15e siècle,1401§1500,,,,Jacopo del Sellaio,,,,,,,,,,,,,1a330232-414b-4130-808e-fd3bbce2a21d_004§1a330232-414b-4130-808e-fd3bbce2a21d_005§1a330232-414b-4130-808e-fd3bbce2a21d_006§1a330232-414b-4130-808e-fd3bbce2a21d_007§1a330232-414b-4130-808e-fd3bbce2a21d_008§1a330232-414b-4130-808e-fd3bbce2a21d_009§1a330232-414b-4130-808e-fd3bbce2a21d_010§1a330232-414b-4130-808e-fd3bbce2a21d_011,1a330232-414b-4130-808e-fd3bbce2a21d_001§1a330232-414b-4130-808e-fd3bbce2a21d_002§1a330232-414b-4130-808e-fd3bbce2a21d_003,"Jacopo del Sellaio 1441 - 1493, attribué à, La Vierge et l'Enfant, peinture (15e siècle)§Ministère de la Culture, Paris",https://agorha.inha.fr/ark:/54721/1a330232-414b-4130-808e-fd3bbce2a21d§https://www.pop.culture.gouv.fr/notice/joconde/000PE012696,1a330232-414b-4130-808e-fd3bbce2a21d,Philomène Renard,15/03/2002,30/11/2023,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France - licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/1a330232-414b-4130-808e-fd3bbce2a21d,https://agorha.inha.fr/ark:/54721/372632cb-7835-4b23-99c1-9bb3adf208d7/doc/9c0ed09c-97da-474d-9d36-272aada9b48f/original.jpg
Polyptyque,peinture,,M.I.421,Musée du Petit Palais Avignon,"43.949317,4.805528",14e siècle - 14e siècle,1301§1400,,,,Zanino di Pietro,,,Restauré en 1972 - 1975,,,,,,,,,,,9fd41c5d-ee2c-4509-8b8f-ec54be17788d_001§9fd41c5d-ee2c-4509-8b8f-ec54be17788d_002§9fd41c5d-ee2c-4509-8b8f-ec54be17788d_003,"Zanino di Pietro , de, Polyptyque, peinture (14e siècle)§Ministère de la Culture, Paris",https://agorha.inha.fr/ark:/54721/9fd41c5d-ee2c-4509-8b8f-ec54be17788d§https://www.pop.culture.gouv.fr/notice/joconde/000PE012726,9fd41c5d-ee2c-4509-8b8f-ec54be17788d,Léa Checri (pour le bloc matérialité),18/03/2002,15/11/2023,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France - licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/9fd41c5d-ee2c-4509-8b8f-ec54be17788d,https://agorha.inha.fr/ark:/54721/b4bad381-75ad-41e4-9cc4-e9bc4c5c8b5d/doc/f7346aa8-2dd2-4eef-aedc-51fd3dc2ce3c/original.jpg
La Vierge de Miséricorde avec saint François et sainte Claire ; au-dessus : La Crucifixion. Au revers : Saint Blaise entre saint Ruffin et saint Victorin ; au-dessus : L'Annonciation. Au-dessous : Scènes de la légende de saint Blaise,peinture,,M.I.487,Musée du Petit Palais Avignon,"43.949317,4.805528",2e moitié du 15e siècle - 2e moitié du 15e siècle,1451§1500,,,,Niccolò da Foligno,,,,,,,,,,,,,48ecf294-bde7-465e-8137-9530f41dff27_004§48ecf294-bde7-465e-8137-9530f41dff27_005§48ecf294-bde7-465e-8137-9530f41dff27_006§48ecf294-bde7-465e-8137-9530f41dff27_007§48ecf294-bde7-465e-8137-9530f41dff27_008§48ecf294-bde7-465e-8137-9530f41dff27_009§48ecf294-bde7-465e-8137-9530f41dff27_010§48ecf294-bde7-465e-8137-9530f41dff27_011§48ecf294-bde7-465e-8137-9530f41dff27_012§48ecf294-bde7-465e-8137-9530f41dff27_013§48ecf294-bde7-465e-8137-9530f41dff27_014§48ecf294-bde7-465e-8137-9530f41dff27_015§48ecf294-bde7-465e-8137-9530f41dff27_016§48ecf294-bde7-465e-8137-9530f41dff27_017§48ecf294-bde7-465e-8137-9530f41dff27_018§48ecf294-bde7-465e-8137-9530f41dff27_019§48ecf294-bde7-465e-8137-9530f41dff27_020§48ecf294-bde7-465e-8137-9530f41dff27_021§48ecf294-bde7-465e-8137-9530f41dff27_022§48ecf294-bde7-465e-8137-9530f41dff27_023§48ecf294-bde7-465e-8137-9530f41dff27_024,48ecf294-bde7-465e-8137-9530f41dff27_001§48ecf294-bde7-465e-8137-9530f41dff27_002§48ecf294-bde7-465e-8137-9530f41dff27_003,"Niccolò da Foligno , de, La Vierge de Miséricorde avec saint François et sainte Claire ; au-dessus : La Crucifixion. Au revers : Saint Blaise entre saint Ruffin et saint Victorin ; au-dessus : L'Annonciation. Au-dessous : Scènes de la légende de saint Blaise, peinture (2e moitié du 15e siècle)§Ministère de la Culture, Paris",https://agorha.inha.fr/ark:/54721/48ecf294-bde7-465e-8137-9530f41dff27§https://www.pop.culture.gouv.fr/notice/joconde/000PE012674,48ecf294-bde7-465e-8137-9530f41dff27,Philomène Renard,23/02/2002,22/11/2023,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France - licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/48ecf294-bde7-465e-8137-9530f41dff27,https://agorha.inha.fr/ark:/54721/847e405c-8a14-44a2-b78b-959b61bfdac7/doc/6192b291-7b05-4ad5-9b81-664d6a514c45/original.jpg
La Vierge et l'Enfant,peinture,,M.I.432,Musée du Petit Palais Avignon,"43.949317,4.805528",4e quart du 14e siècle - 4e quart du 14e siècle§1393,1376§1400§1388§1398,,,,Taddeo di Bartolo,,,,,,,,,,,,,793a7164-5638-4dba-b65f-072c91d33404_005§793a7164-5638-4dba-b65f-072c91d33404_006§793a7164-5638-4dba-b65f-072c91d33404_008§793a7164-5638-4dba-b65f-072c91d33404_010§793a7164-5638-4dba-b65f-072c91d33404_011§793a7164-5638-4dba-b65f-072c91d33404_012§793a7164-5638-4dba-b65f-072c91d33404_013§793a7164-5638-4dba-b65f-072c91d33404_014§793a7164-5638-4dba-b65f-072c91d33404_015§793a7164-5638-4dba-b65f-072c91d33404_016§793a7164-5638-4dba-b65f-072c91d33404_017§793a7164-5638-4dba-b65f-072c91d33404_018§793a7164-5638-4dba-b65f-072c91d33404_019§793a7164-5638-4dba-b65f-072c91d33404_020§793a7164-5638-4dba-b65f-072c91d33404_021§793a7164-5638-4dba-b65f-072c91d33404_022§793a7164-5638-4dba-b65f-072c91d33404_023,793a7164-5638-4dba-b65f-072c91d33404_001§793a7164-5638-4dba-b65f-072c91d33404_002§793a7164-5638-4dba-b65f-072c91d33404_003§793a7164-5638-4dba-b65f-072c91d33404_004§793a7164-5638-4dba-b65f-072c91d33404_007§793a7164-5638-4dba-b65f-072c91d33404_009,"Taddeo di Bartolo 1363 - 1422, de, La Vierge et l'Enfant, peinture (4e quart du 14e siècle)§Ministère de la Culture, Paris",https://agorha.inha.fr/ark:/54721/793a7164-5638-4dba-b65f-072c91d33404§https://www.pop.culture.gouv.fr/notice/joconde/000PE012702,793a7164-5638-4dba-b65f-072c91d33404,Philomène Renard,16/03/2002,16/11/2023,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France - licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/793a7164-5638-4dba-b65f-072c91d33404,https://agorha.inha.fr/ark:/54721/7f019ceb-7a96-46df-a3d6-b965e9a677b2/doc/c12ea128-4a4e-4527-8e2c-016f4b981101/original.jpg
Polyptyque : Saint Michel,peinture,,DS 1669,Musée du Petit Palais Avignon,"43.949317,4.805528",4e quart du 14e siècle,1376§1400,,,,Turino di Vanni,,,,,,,,,,,,,447aeb23-c94e-4794-9d58-acc6e6c15d0b_005§447aeb23-c94e-4794-9d58-acc6e6c15d0b_006§447aeb23-c94e-4794-9d58-acc6e6c15d0b_007§447aeb23-c94e-4794-9d58-acc6e6c15d0b_008§447aeb23-c94e-4794-9d58-acc6e6c15d0b_009§447aeb23-c94e-4794-9d58-acc6e6c15d0b_010,447aeb23-c94e-4794-9d58-acc6e6c15d0b_001§447aeb23-c94e-4794-9d58-acc6e6c15d0b_002§447aeb23-c94e-4794-9d58-acc6e6c15d0b_003§447aeb23-c94e-4794-9d58-acc6e6c15d0b_004,"Turino di Vanni 1348 - 1438, de, Polyptyque : Saint Michel, peinture (4e quart du 14e siècle - )",https://agorha.inha.fr/ark:/54721/447aeb23-c94e-4794-9d58-acc6e6c15d0b,447aeb23-c94e-4794-9d58-acc6e6c15d0b,Philomène Renard,01/02/2023,22/11/2023,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France - licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/447aeb23-c94e-4794-9d58-acc6e6c15d0b,https://agorha.inha.fr/ark:/54721/66dff3e5-a1a0-48ae-aff2-a50dc0dc8511/doc/53a642e3-077e-46e9-848d-b35c6f53b4a9/original.jpg
La Vierge et l'Enfant en gloire avec les Apôtres et six anges,peinture,,M.I.360,Musée du Petit Palais Avignon,"43.949317,4.805528",1395-1400,1390§1400,,,,Mariotto di Nardo,,,,,,,,,,,,,94ccf19c-54f4-4ec1-aee5-4dd68b4d5fb2_006§94ccf19c-54f4-4ec1-aee5-4dd68b4d5fb2_007§94ccf19c-54f4-4ec1-aee5-4dd68b4d5fb2_008§94ccf19c-54f4-4ec1-aee5-4dd68b4d5fb2_009,94ccf19c-54f4-4ec1-aee5-4dd68b4d5fb2_001§94ccf19c-54f4-4ec1-aee5-4dd68b4d5fb2_002§94ccf19c-54f4-4ec1-aee5-4dd68b4d5fb2_003§94ccf19c-54f4-4ec1-aee5-4dd68b4d5fb2_004§94ccf19c-54f4-4ec1-aee5-4dd68b4d5fb2_005,"Mariotto di Nardo , de, La Vierge et l'Enfant en gloire avec les Apôtres et six anges, peinture (Vers 1395 - 1400)§Ministère de la Culture, Paris",https://agorha.inha.fr/ark:/54721/94ccf19c-54f4-4ec1-aee5-4dd68b4d5fb2§https://www.pop.culture.gouv.fr/notice/joconde/000PE012640,94ccf19c-54f4-4ec1-aee5-4dd68b4d5fb2,Philomène Renard,19/01/2002,04/04/2024,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France - licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/94ccf19c-54f4-4ec1-aee5-4dd68b4d5fb2,https://agorha.inha.fr/ark:/54721/c8c42d89-b71a-45f3-b28d-792234b7cd24/doc/89377831-17a7-4f50-a93b-67f03c6e387a/original.jpg
